OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
401,4_336414_3__9_I,20150709,4,336414,001,1,1,1,3,,9,6,TI,I,TETUAN,28,079,MADRID,A,Calle de Bravo Murillo N 264,20070516,20070516,,560.104415828306,22.96,4,93,348,,,4__1_____1_IT_1_4_3__9_TI_I_6,,,,4__1___,4__1_____1_IT_1,4_3,4_3_,4_3_9
402,4_336415_5__14_I,20150709,4,336415,001,1,2,1,5,,14,26,TI,I,ALVARADO,28,079,MADRID,A,Calle de Bravo Murillo N 138,20070516,20070516,,450.806719380189,22.96,4,93,136,,,4__1_____2_IT_1_4_5__14_TI_I_26,,,,4__1___,4__1_____2_IT_1,4_5,4_5_,4_5_14
403,4_336414_5__13_I,20150709,4,336414,001,1,1,1,5,,13,8,TI,I,ALVARADO,28,079,MADRID,A,Calle de Bravo Murillo N 138,20070516,20070516,,537.532393180297,22.96,4,93,136,,,4__1_____1_IT_1_4_5__13_TI_I_8,,,,4__1___,4__1_____1_IT_1,4_5,4_5_,4_5_13
404,4_336414_8__19_I,20150709,4,336414,001,1,1,1,8,,19,11,TI,I,IGLESIA,28,079,MADRID,A,Gta del Pintor Sorolla N 2,20070516,20070516,,744.950392363964,22.96,4,93,237,,,4__1_____1_IT_1_4_8__19_TI_I_11,,,,4__1___,4__1_____1_IT_1,4_8,4_8_,4_8_19
405,4_336415_8__20_I,20150709,4,336415,001,1,2,1,8,,20,23,TI,I,IGLESIA,28,079,MADRID,A,Gta del Pintor Sorolla N 2,20070516,20070516,,711.176805071924,22.96,4,93,237,,,4__1_____2_IT_1_4_8__20_TI_I_23,,,,4__1___,4__1_____2_IT_1,4_8,4_8_,4_8_20
406,4_336314_159__333_I,20150709,4,336314,008,8,1,1,159,,333,6,TI,I,AEROPUERTO T1 T2 T3,28,079,MADRID,A,Avda de la Hispanidad N SN,20070503,20070503,,4057.627,43.29,4,90,34,,,4__8_____1_IT_1_4_159__333_TI_I_6,,,,4__8___,4__8_____1_IT_1,4_159,4_159_,4_159_333
407,4_336315_159__334_I,20150709,4,336315,008,8,2,1,159,,334,3,TI,I,AEROPUERTO T1 T2 T3,28,079,MADRID,A,Avda de la Hispanidad N SN,20070503,20070503,,1434.89,43.29,4,90,34,,,4__8_____2_IT_1_4_159__334_TI_I_3,,,,4__8___,4__8_____2_IT_1,4_159,4_159_,4_159_334
408,4_336314_160__335_I,20150709,4,336314,008,8,1,1,160,,335,7,TI,I,BARAJAS,28,079,MADRID,A,Cmno  Viejo de Hortaleza N 10,20070503,20070503,,1430.526,43.29,4,92,37,,,4__8_____1_IT_1_4_160__335_TI_I_7,,,,4__8___,4__8_____1_IT_1,4_160,4_160_,4_160_335
409,4_336315_160__336_I,20150709,4,336315,008,8,2,1,160,,336,2,TI,I,BARAJAS,28,079,MADRID,A,Cmno  Viejo de Hortaleza N 10,20070503,20070503,,2088.516,43.29,4,92,37,,,4__8_____2_IT_1_4_160__336_TI_I_2,,,,4__8___,4__8_____2_IT_1,4_160,4_160_,4_160_336
410,4_335631_99__203_I,20150709,4,335631,005,5,1,1,99,,203,28,TI,I,EUGENIA DE MONTIJO,28,079,MADRID,A,Calle de Ocaña N 86,20061123,20061124,,589.297,23.38,4,93,213,,,4__5_____1_IT_1_4_99__203_TI_I_28,,,,4__5___,4__5_____1_IT_1,4_99,4_99_,4_99_203
411,4_335632_99__204_I,20150709,4,335632,005,5,2,1,99,,204,5,TI,I,EUGENIA DE MONTIJO,28,079,MADRID,A,Calle de Ocaña N 86,20061123,20061124,,923.604,23.38,4,93,213,,,4__5_____2_IT_1_4_99__204_TI_I_5,,,,4__5___,4__5_____2_IT_1,4_99,4_99_,4_99_204
412,4_336414_21__45_I,20150709,4,336414,001,1,1,1,21,,45,24,TI,I,PORTAZGO,28,079,MADRID,A,Avda de la Albufera N 131,20070516,20070516,,579.104597017921,22.96,4,93,302,,,4__1_____1_IT_1_4_21__45_TI_I_24,,,,4__1___,4__1_____1_IT_1,4_21,4_21_,4_21_45
413,4_336415_21__46_I,20150709,4,336415,001,1,2,1,21,,46,10,TI,I,PORTAZGO,28,079,MADRID,A,Avda de la Albufera N 131,20070516,20070516,,560.578807090878,22.96,4,93,302,,,4__1_____2_IT_1_4_21__46_TI_I_10,,,,4__1___,4__1_____2_IT_1,4_21,4_21_,4_21_46
414,4_336230_52__108_I,20150709,4,336230,003,3,1,1,52,,108,17,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20070419,20070421,,459.764248973149,24.99,4,92,68,,,4__3_____1_IT_1_4_52__108_TI_I_17,,,,4__3___,4__3_____1_IT_1,4_52,4_52_,4_52_108
415,4_336231_52__109_I,20150709,4,336231,003,3,2,1,52,,109,2,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20070419,20070421,,626.814230740029,24.99,4,92,68,,,4__3_____2_IT_1_4_52__109_TI_I_2,,,,4__3___,4__3_____2_IT_1,4_52,4_52_,4_52_109
416,4_336192_67__138_I,20150709,4,336192,004,4,1,1,67,,138,14,TI,I,AVENIDA DE LA PAZ,28,079,MADRID,A,Avda de Ramón y Cajal N 107,20070410,20070411,,636.081,22.42,4,93,149,,,4__4_____1_IT_1_4_67__138_TI_I_14,,,,4__4___,4__4_____1_IT_1,4_67,4_67_,4_67_138
417,4_336193_67__139_I,20150709,4,336193,004,4,2,1,67,,139,10,TI,I,AVENIDA DE LA PAZ,28,079,MADRID,A,Avda de Ramón y Cajal N 107,20070410,20070411,,756.615,22.42,4,93,149,,,4__4_____2_IT_1_4_67__139_TI_I_10,,,,4__4___,4__4_____2_IT_1,4_67,4_67_,4_67_139
418,4_335631_82__168_I,20150709,4,335631,005,5,1,1,82,,168,11,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Juan Bravo N 58,20061123,20061124,,874.875,23.38,4,92,66,,,4__5_____1_IT_1_4_82__168_TI_I_11,,,,4__5___,4__5_____1_IT_1,4_82,4_82_,4_82_168
419,4_335632_82__169_I,20150709,4,335632,005,5,2,1,82,,169,22,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Juan Bravo N 58,20061123,20061124,,669.789,23.38,4,92,66,,,4__5_____2_IT_1_4_82__169_TI_I_22,,,,4__5___,4__5_____2_IT_1,4_82,4_82_,4_82_169
420,4_335631_88__180_I,20150709,4,335631,005,5,1,1,88,,180,17,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20061123,20061124,,342.86,23.38,4,91,62,,,4__5_____1_IT_1_4_88__180_TI_I_17,,,,4__5___,4__5_____1_IT_1,4_88,4_88_,4_88_180
421,4_335632_88__181_I,20150709,4,335632,005,5,2,1,88,,181,16,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20061123,20061124,,503.235,23.38,4,91,62,,,4__5_____2_IT_1_4_88__181_TI_I_16,,,,4__5___,4__5_____2_IT_1,4_88,4_88_,4_88_181
422,4_283380_114__238_I,20150709,4,283380,061,6-1,1,1,114,,238,12,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,19990701,19950508,,829.986,25.65,4,93,324,,,4__6_1____1_IT_1_4_114__238_TI_I_12,,,,4__6_1__,4__6_1____1_IT_1,4_114,4_114_,4_114_238
423,4_283587_114__239_I,20150709,4,283587,062,6-2,1,1,114,,239,18,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,19990701,19950508,,760.218,25.57,4,93,324,,,4__6_2____1_IT_1_4_114__239_TI_I_18,,,,4__6_2__,4__6_2____1_IT_1,4_114,4_114_,4_114_239
424,4_283380_124__261_I,20150709,4,283380,061,6-1,1,1,124,,261,22,TI,I,CIUDAD UNIVERSITARIA,28,079,MADRID,A,Avda  Complutense N 1,19990701,19950508,,684.284,25.65,4,92,70,,,4__6_1____1_IT_1_4_124__261_TI_I_22,,,,4__6_1__,4__6_1____1_IT_1,4_124,4_124_,4_124_261
425,4_283587_124__262_I,20150709,4,283587,062,6-2,1,1,124,,262,8,TI,I,CIUDAD UNIVERSITARIA,28,079,MADRID,A,Avda  Complutense N 1,19990701,19950508,,1309.177,25.57,4,92,70,,,4__6_2____1_IT_1_4_124__262_TI_I_8,,,,4__6_2__,4__6_2____1_IT_1,4_124,4_124_,4_124_262
426,4_336332_143__301_I,20150709,4,336332,071,7a,1,1,143,,301,13,TI,I,ALONSO CANO,28,079,MADRID,A,Calle de José Abascal N 18,20070507,20070505,,624.335,27.77,4,93,131,,,4__7_A____1_IT_1_4_143__301_TI_I_13,,,,4__7_A__,4__7_A____1_IT_1,4_143,4_143_,4_143_301
427,4_336333_143__302_I,20150709,4,336333,071,7a,2,1,143,,302,11,TI,I,ALONSO CANO,28,079,MADRID,A,Calle de José Abascal N 18,20070507,20070505,,479.918,27.77,4,93,131,,,4__7_A____2_IT_1_4_143__302_TI_I_11,,,,4__7_A__,4__7_A____2_IT_1,4_143,4_143_,4_143_302
428,4_354329_171__357_I,20150709,4,354329,091,9A,1,1,171,,357,13,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Plaza del Marqués de Salamanca N 9,20150325,20150325,,728.078,26.81,4,93,283,,,4__9_A____1_IT_1_4_171__357_TI_I_13,,,,4__9_A__,4__9_A____1_IT_1,4_171,4_171_,4_171_357
429,4_354330_171__358_I,20150709,4,354330,091,9A,2,1,171,,358,12,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Plaza del Marqués de Salamanca N 9,20150325,20150325,,825.708,26.81,4,93,283,,,4__9_A____2_IT_1_4_171__358_TI_I_12,,,,4__9_A__,4__9_A____2_IT_1,4_171,4_171_,4_171_358
430,4_336280_190__397_I,20150709,4,336280,101,10a,1,1,190,,397,5,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 216,20070425,20070426,,840.409633712516,31.12,4,90,21,,,4__10_A____1_IT_1_4_190__397_TI_I_5,,,,4__10_A__,4__10_A____1_IT_1,4_190,4_190_,4_190_397
431,4_336281_190__398_I,20150709,4,336281,101,10a,2,1,190,,398,17,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 216,20070425,20070426,,918.812,31.12,4,90,21,,,4__10_A____2_IT_1_4_190__398_TI_I_17,,,,4__10_A__,4__10_A____2_IT_1,4_190,4_190_,4_190_398
432,4_336332_135__283_I,20150709,4,336332,071,7a,1,1,135,,283,5,TI,I,GARCIA NOBLEJAS,28,079,MADRID,A,Calle de Luis del Campo N 1,20070507,20070505,,809.035,27.77,4,93,65,,,4__7_A____1_IT_1_4_135__283_TI_I_5,,,,4__7_A__,4__7_A____1_IT_1,4_135,4_135_,4_135_283
433,4_336333_135__284_I,20150709,4,336333,071,7a,2,1,135,,284,19,TI,I,GARCIA NOBLEJAS,28,079,MADRID,A,Calle de Luis del Campo N 1,20070507,20070505,,780.644,27.77,4,93,65,,,4__7_A____2_IT_1_4_135__284_TI_I_19,,,,4__7_A__,4__7_A____2_IT_1,4_135,4_135_,4_135_284
434,4_336332_138__290_I,20150709,4,336332,071,7a,1,1,138,,290,8,TI,I,BARRIO DE LA CONCEPCION,28,079,MADRID,A,Calle de Martínez Villergas N 1,20070507,20070505,,976.707,27.77,4,93,154,,,4__7_A____1_IT_1_4_138__290_TI_I_8,,,,4__7_A__,4__7_A____1_IT_1,4_138,4_138_,4_138_290
435,4_336333_138__291_I,20150709,4,336333,071,7a,2,1,138,,291,16,TI,I,BARRIO DE LA CONCEPCION,28,079,MADRID,A,Calle de Martínez Villergas N 1,20070507,20070505,,919.932,27.77,4,93,154,,,4__7_A____2_IT_1_4_138__291_TI_I_16,,,,4__7_A__,4__7_A____2_IT_1,4_138,4_138_,4_138_291
436,4_336332_142__299_I,20150709,4,336332,071,7a,1,1,142,,299,12,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de José Abascal N 65,20070507,20070505,,1100.617,27.77,4,92,223,,,4__7_A____1_IT_1_4_142__299_TI_I_12,,,,4__7_A__,4__7_A____1_IT_1,4_142,4_142_,4_142_299
437,4_336333_142__300_I,20150709,4,336333,071,7a,2,1,142,,300,12,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de José Abascal N 65,20070507,20070505,,624.625,27.77,4,92,223,,,4__7_A____2_IT_1_4_142__300_TI_I_12,,,,4__7_A__,4__7_A____2_IT_1,4_142,4_142_,4_142_300
438,4_336314_157__329_I,20150709,4,336314,008,8,1,1,157,,329,4,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta de Mar de Cristal N 1,20070503,20070503,,912.945,43.29,4,92,79,,,4__8_____1_IT_1_4_157__329_TI_I_4,,,,4__8___,4__8_____1_IT_1,4_157,4_157_,4_157_329
439,4_336315_157__330_I,20150709,4,336315,008,8,2,1,157,,330,5,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta de Mar de Cristal N 1,20070503,20070503,,2220.128,43.29,4,92,79,,,4__8_____2_IT_1_4_157__330_TI_I_5,,,,4__8___,4__8_____2_IT_1,4_157,4_157_,4_157_330
440,4_335631_100__205_I,20150709,4,335631,005,5,1,1,100,,205,29,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20061123,20061124,,933.505,23.38,4,90,1,,,4__5_____1_IT_1_4_100__205_TI_I_29,,,,4__5___,4__5_____1_IT_1,4_100,4_100_,4_100_205
441,4_335632_100__206_I,20150709,4,335632,005,5,2,1,100,,206,4,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20061123,20061124,,675.907,23.38,4,90,1,,,4__5_____2_IT_1_4_100__206_TI_I_4,,,,4__5___,4__5_____2_IT_1,4_100,4_100_,4_100_206
442,4_335631_90__184_I,20150709,4,335631,005,5,1,1,90,,184,19,TI,I,LA LATINA,28,079,MADRID,A,Calle de San Millán N 5,20061123,20061124,,754.561,23.38,4,93,248,,,4__5_____1_IT_1_4_90__184_TI_I_19,,,,4__5___,4__5_____1_IT_1,4_90,4_90_,4_90_184
443,4_335632_90__185_I,20150709,4,335632,005,5,2,1,90,,185,14,TI,I,LA LATINA,28,079,MADRID,A,Calle de San Millán N 5,20061123,20061124,,600.524,23.38,4,93,248,,,4__5_____2_IT_1_4_90__185_TI_I_14,,,,4__5___,4__5_____2_IT_1,4_90,4_90_,4_90_185
444,4_335631_92__188_I,20150709,4,335631,005,5,1,1,92,,188,21,TI,I,ACACIAS,28,079,MADRID,A,Paseo de las Acacias N 20,20061123,20061124,,888.667,23.38,4,92,10,,,4__5_____1_IT_1_4_92__188_TI_I_21,,,,4__5___,4__5_____1_IT_1,4_92,4_92_,4_92_188
445,4_335632_92__189_I,20150709,4,335632,005,5,2,1,92,,189,12,TI,I,ACACIAS,28,079,MADRID,A,Paseo de las Acacias N 20,20061123,20061124,,555.009,23.38,4,92,10,,,4__5_____2_IT_1_4_92__189_TI_I_12,,,,4__5___,4__5_____2_IT_1,4_92,4_92_,4_92_189
446,4_283380_106__219_I,20150709,4,283380,061,6-1,1,1,106,,219,3,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 2,19990701,19950508,,894.247,25.65,4,92,16,,,4__6_1____1_IT_1_4_106__219_TI_I_3,,,,4__6_1__,4__6_1____1_IT_1,4_106,4_106_,4_106_219
447,4_283587_106__220_I,20150709,4,283587,062,6-2,1,1,106,,220,27,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 2,19990701,19950508,,765.195,25.57,4,92,16,,,4__6_2____1_IT_1_4_106__220_TI_I_27,,,,4__6_2__,4__6_2____1_IT_1,4_106,4_106_,4_106_220
448,4_283380_109__227_I,20150709,4,283380,061,6-1,1,1,109,,227,6,TI,I,USERA,28,079,MADRID,A,Calle de Amparo Usera N 44,19990701,19950508,,958.909,25.65,4,93,359,,,4__6_1____1_IT_1_4_109__227_TI_I_6,,,,4__6_1__,4__6_1____1_IT_1,4_109,4_109_,4_109_227
449,4_283587_109__228_I,20150709,4,283587,062,6-2,1,1,109,,228,24,TI,I,USERA,28,079,MADRID,A,Calle de Amparo Usera N 44,19990701,19950508,,988.769,25.57,4,93,359,,,4__6_2____1_IT_1_4_109__228_TI_I_24,,,,4__6_2__,4__6_2____1_IT_1,4_109,4_109_,4_109_228
450,4_336332_151__317_I,20150709,4,336332,071,7a,1,1,151,,317,21,TI,I,AVDA. DE LA ILUSTRACION,28,079,MADRID,A,Calle de las Islas Cíes N 23,20070507,20070505,,549.275,27.77,4,93,147,,,4__7_A____1_IT_1_4_151__317_TI_I_21,,,,4__7_A__,4__7_A____1_IT_1,4_151,4_151_,4_151_317
451,4_336333_151__318_I,20150709,4,336333,071,7a,2,1,151,,318,3,TI,I,AVDA. DE LA ILUSTRACION,28,079,MADRID,A,Calle de las Islas Cíes N 23,20070507,20070505,,678.63,27.77,4,93,147,,,4__7_A____2_IT_1_4_151__318_TI_I_3,,,,4__7_A__,4__7_A____2_IT_1,4_151,4_151_,4_151_318
452,4_336314_156__327_I,20150709,4,336314,008,8,1,1,156,,327,2,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 258,20070503,20070503,,2216.288,43.29,4,92,77,,,4__8_____1_IT_1_4_156__327_TI_I_2,,,,4__8___,4__8_____1_IT_1,4_156,4_156_,4_156_327
453,4_336315_156__328_I,20150709,4,336315,008,8,2,1,156,,328,7,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 258,20070503,20070503,,2872.835,43.29,4,92,77,,,4__8_____2_IT_1_4_156__328_TI_I_7,,,,4__8___,4__8_____2_IT_1,4_156,4_156_,4_156_328
454,4_336332_148__311_I,20150709,4,336332,071,7a,1,1,148,,311,18,TI,I,VALDEZARZA,28,079,MADRID,A,Calle de San Restituto N 70,20070507,20070505,,1201.128,27.77,4,93,365,,,4__7_A____1_IT_1_4_148__311_TI_I_18,,,,4__7_A__,4__7_A____1_IT_1,4_148,4_148_,4_148_311
455,4_336333_148__312_I,20150709,4,336333,071,7a,2,1,148,,312,6,TI,I,VALDEZARZA,28,079,MADRID,A,Calle de San Restituto N 70,20070507,20070505,,874.341,27.77,4,93,365,,,4__7_A____2_IT_1_4_148__312_TI_I_6,,,,4__7_A__,4__7_A____2_IT_1,4_148,4_148_,4_148_312
456,4_336315_155__326_C,20150709,4,336315,008,8,2,1,155,,326,8,TI,C,NUEVOS MINISTERIOS,28,079,MADRID,A,Paseo de la Castellana N 65,20070503,20070503,,2209.32,43.29,4,90,71,,,4__8_____2_IT_1_4_155__326_TI_C_8,,,,4__8___,4__8_____2_IT_1,4_155,4_155_,4_155_326
457,4_335631_101__207_I,20150709,4,335631,005,5,1,1,101,,207,30,TI,I,EMPALME,28,079,MADRID,A,Calle de Tembleque N 105,20061123,20061124,,675.791,23.38,4,93,205,,,4__5_____1_IT_1_4_101__207_TI_I_30,,,,4__5___,4__5_____1_IT_1,4_101,4_101_,4_101_207
458,4_335632_101__208_I,20150709,4,335632,005,5,2,1,101,,208,3,TI,I,EMPALME,28,079,MADRID,A,Calle de Tembleque N 105,20061123,20061124,,443.781715471665,23.38,4,93,205,,,4__5_____2_IT_1_4_101__208_TI_I_3,,,,4__5___,4__5_____2_IT_1,4_101,4_101_,4_101_208
459,4_335631_102__209_I,20150709,4,335631,005,5,1,1,102,,209,31,TI,I,CAMPAMENTO,28,079,MADRID,A,Avda del Padre Piquer N 7,20061123,20061124,,445.038,23.38,4,92,5,,,4__5_____1_IT_1_4_102__209_TI_I_31,,,,4__5___,4__5_____1_IT_1,4_102,4_102_,4_102_209
460,4_335632_102__210_I,20150709,4,335632,005,5,2,1,102,,210,2,TI,I,CAMPAMENTO,28,079,MADRID,A,Avda del Padre Piquer N 7,20061123,20061124,,1218.384,23.38,4,92,5,,,4__5_____2_IT_1_4_102__210_TI_I_2,,,,4__5___,4__5_____2_IT_1,4_102,4_102_,4_102_210
461,4_335631_103__212_T,20150709,4,335631,005,5,1,1,103,,212,32,TI,T,CASA DE CAMPO,28,079,MADRID,A,Ctra del Zoo N 1,20061123,20061124,,1222.688,23.38,4,91,42,,,4__5_____1_IT_1_4_103__212_TI_T_32,,,,4__5___,4__5_____1_IT_1,4_103,4_103_,4_103_212
462,4_336280_203__423_I,20150709,4,336280,101,10a,1,1,203,,423,19,TI,I,CUATRO VIENTOS,28,079,MADRID,A,Col   Militar de Cuatro Vientos N 6B,20070425,20070426,,1160.6965001513,31.12,4,92,84,,,4__10_A____1_IT_1_4_203__423_TI_I_19,,,,4__10_A__,4__10_A____1_IT_1,4_203,4_203_,4_203_423
463,4_336281_203__424_I,20150709,4,336281,101,10a,2,1,203,,424,3,TI,I,CUATRO VIENTOS,28,079,MADRID,A,Col   Militar de Cuatro Vientos N 6B,20070425,20070426,,3285.825,31.12,4,92,84,,,4__10_A____2_IT_1_4_203__424_TI_I_3,,,,4__10_A__,4__10_A____2_IT_1,4_203,4_203_,4_203_424
464,4_336414_295__791_T,20150709,4,336414,001,1,1,1,295,,791,33,TI,T,VALDECARROS,28,079,MADRID,A,Avda del Ensanche de Vallecas N 120A,20070516,20070516,,841.767764235967,22.96,4,93,362,,,4__1_____1_IT_1_4_295__791_TI_T_33,,,,4__1___,4__1_____1_IT_1,4_295,4_295_,4_295_791
465,4_336314_258__713_I,20150709,4,336314,008,8,1,1,258,,713,3,TI,I,PINAR DEL REY,28,079,MADRID,A,Avda de la Gran Vía de Hortaleza N 47,20070503,20070503,,2871.017,43.29,4,93,298,,,4__8_____1_IT_1_4_258__713_TI_I_3,,,,4__8___,4__8_____1_IT_1,4_258,4_258_,4_258_713
466,4_336315_258__714_I,20150709,4,336315,008,8,2,1,258,,714,6,TI,I,PINAR DEL REY,28,079,MADRID,A,Avda de la Gran Vía de Hortaleza N 47,20070503,20070503,,911.096,43.29,4,93,298,,,4__8_____2_IT_1_4_258__714_TI_I_6,,,,4__8___,4__8_____2_IT_1,4_258,4_258_,4_258_714
467,4_336415_262__722_I,20150709,4,336415,001,1,2,1,262,,722,32,TI,I,BAMBU,28,079,MADRID,A,Calle del Bambú N 14,20070516,20070516,,770.2919,22.96,4,93,152,,,4__1_____2_IT_1_4_262__722_TI_I_32,,,,4__1___,4__1_____2_IT_1,4_262,4_262_,4_262_722
468,4_336414_262__721_I,20150709,4,336414,001,1,1,1,262,,721,2,TI,I,BAMBU,28,079,MADRID,A,Calle del Bambú N 14,20070516,20070516,,1061.40368889086,22.96,4,93,152,,,4__1_____1_IT_1_4_262__721_TI_I_2,,,,4__1___,4__1_____1_IT_1,4_262,4_262_,4_262_721
469,4_336415_263__724_C,20150709,4,336415,001,1,2,1,263,,724,33,TI,C,PINAR DE CHAMARTIN,28,079,MADRID,A,Calle de Arturo Soria N 330,20070516,20070516,,1073.59349498377,22.96,4,92,96,,,4__1_____2_IT_1_4_263__724_TI_C_33,,,,4__1___,4__1_____2_IT_1,4_263,4_263_,4_263_724
470,4_344339_260__717_I,20150709,4,344339,002,2,1,1,260,,717,5,TI,I,LA ELIPA,28,079,MADRID,A,Avda del Marqués de Corbera N 58,20110311,20110316,,1155.7413,24.22,4,93,244,,,4__2_____1_IT_1_4_260__717_TI_I_5,,,,4__2___,4__2_____1_IT_1,4_260,4_260_,4_260_717
471,4_344340_260__718_I,20150709,4,344340,002,2,2,1,260,,718,16,TI,I,LA ELIPA,28,079,MADRID,A,Avda del Marqués de Corbera N 58,20110311,20110316,,1282.211,24.22,4,93,244,,,4__2_____2_IT_1_4_260__718_TI_I_16,,,,4__2___,4__2_____2_IT_1,4_260,4_260_,4_260_718
472,4_336192_264__725_I,20150709,4,336192,004,4,1,1,264,,725,21,TI,I,HORTALEZA,28,079,MADRID,A,Calle del Capitán Cortés BLQ 4,20070410,20070411,,777.265731323808,22.42,4,93,228,,,4__4_____1_IT_1_4_264__725_TI_I_21,,,,4__4___,4__4_____1_IT_1,4_264,4_264_,4_264_725
473,4_336193_264__726_I,20150709,4,336193,004,4,2,1,264,,726,3,TI,I,HORTALEZA,28,079,MADRID,A,Calle del Capitán Cortés BLQ 4,20070410,20070411,,928.554250763727,22.42,4,93,228,,,4__4_____2_IT_1_4_264__726_TI_I_3,,,,4__4___,4__4_____2_IT_1,4_264,4_264_,4_264_726
474,4_336192_265__727_I,20150709,4,336192,004,4,1,1,265,,727,22,TI,I,MANOTERAS,28,079,MADRID,A,Calle de Bacares N 24,20070410,20070411,,933.000007571617,22.42,4,93,264,,,4__4_____1_IT_1_4_265__727_TI_I_22,,,,4__4___,4__4_____1_IT_1,4_265,4_265_,4_265_727
475,4_336193_265__728_I,20150709,4,336193,004,4,2,1,265,,728,2,TI,I,MANOTERAS,28,079,MADRID,A,Calle de Bacares N 24,20070410,20070411,,506.130162942413,22.42,4,93,264,,,4__4_____2_IT_1_4_265__728_TI_I_2,,,,4__4___,4__4_____2_IT_1,4_265,4_265_,4_265_728
476,4_336192_266__729_T,20150709,4,336192,004,4,1,1,266,,729,23,TI,T,PINAR DE CHAMARTIN,28,079,MADRID,A,Calle de Arturo Soria N 330,20070410,20070411,,505.839937485183,22.42,4,92,96,,,4__4_____1_IT_1_4_266__729_TI_T_23,,,,4__4___,4__4_____1_IT_1,4_266,4_266_,4_266_729
477,4_336333_286__772_C,20150709,4,336333,071,7a,2,1,286,,772,23,TI,C,ESTADIO OLIMPICO,28,079,MADRID,A,Avda de Arcentales N 28,20070507,20070505,,1067.5647,27.77,4,93,210,,,4__7_A____2_IT_1_4_286__772_TI_C_23,,,,4__7_A__,4__7_A____2_IT_1,4_286,4_286_,4_286_772
478,4_337772_286__773_T,20150709,4,337772,072,7b,1,1,286,,773,8,TI,T,ESTADIO OLIMPICO,28,079,MADRID,A,Avda de Arcentales N 28,20080214,20080207,,2964.9735,33.38,4,93,210,,,4__7_B____1_IT_1_4_286__773_TI_T_8,,,,4__7_B__,4__7_B____1_IT_1,4_286,4_286_,4_286_773
479,4_336281_274__746_C,20150709,4,336281,101,10a,2,1,274,,746,21,TI,C,TRES OLIVOS,28,079,MADRID,A,Acces   M-607 SN SN,20070425,20070426,,775.982854743205,31.12,4,93,354,,,4__10_A____2_IT_1_4_274__746_TI_C_21,,,,4__10_A__,4__10_A____2_IT_1,4_274,4_274_,4_274_746
480,4_336284_274__747_T,20150709,4,336284,102,10b,1,1,274,,747,11,TI,T,TRES OLIVOS,28,079,MADRID,A,Acces   M-607 SN SN,20070425,20070426,,585.909661227336,37.18,4,93,354,,,4__10_B____1_IT_1_4_274__747_TI_T_11,,,,4__10_B__,4__10_B____1_IT_1,4_274,4_274_,4_274_747
481,4_336284_275__749_I,20150709,4,336284,102,10b,1,1,275,,749,10,TI,I,MONTECARMELO,28,079,MADRID,A,Avda de Monasterio de Silos N 63A,20070425,20070426,,3081.81098261633,37.18,4,93,277,,,4__10_B____1_IT_1_4_275__749_TI_I_10,,,,4__10_B__,4__10_B____1_IT_1,4_275,4_275_,4_275_749
